ID ARTIGO,Recurso,Categoria,link plataforma,Tipo de Sistema,Problema de Acessibilidade,Custo,Automatizado,Tecnologias Compatíveis,Relatos com relação a eficácia,Limitações,Público,Serve para projetos pequenos ou grandes Empresas?,Necessita treinamento?,Tempo que o profissinal usou a ferramenta
39,NVDA,"validação, teste",,"WEB, mobile",Leitor de tela,não informado,não informado,não especificado,"""O leitor de tela mais famoso , comumente usado por pessoas com deficiência visual.""",não informado,não informado,não informa,não informado,não informado
39,Axe DevTools,"validação, teste",,"WEB, mobile",Verificar boas práticas de acessibilidade.,não informado,não informado,"Chrome, Firefox, browser","""ajuda bastante na hora de verificar boas práticas""",não informado,não informado,não informa,não informado,não informado
39,MDN Docs,"boas práticas, guias",,"WEB, mobile",Aprender mais sobre acessibilidade.,não informado,não informado,não se aplica,"""É um bom ponto de partida para ler e aprender""",não informado,não informado,não informa,não informado,não informado
39,Lighthouse,"teste, validação",,"WEB, mobile","Medir o desempenho do seu site em diversos aspectos, incluindo acessibilidade.",não informado,não informado,Chrome,não informado,não informado,não informado,não informa,não informado,não informado
39,A11y (Accessibility) - Guideline,"boas práticas, guias",,"WEB, mobile",Diretrizes para boas práticas,não informado,não informado,não se aplica,não informado,não informado,não informado,não informa,não informado,não informado
40,Práticas de design de aplicativos IOS acessíveis (Metodologia),desenvolvimento,,mobile,"Habilitar texto dinâmico, Livrar-se do magic number, visualização dinâmica, lidar com ambiguidade, definir resistência à compressão de conteúdo e priorizar a otimização do conteúdo, definir restrições complexas para elementos individuais, simplificar o rótulo de acessibilidade, vista Oculta, accessibility labels",não informado,não,MacOS / iOS,não informado,não informado,não informado,não informa,não informado,não informado
41,WAVE,"teste, validação",,WEB,Verificar a acessibilidade de sites,gratuito,sim,web,"""Wave é uma das ferramentas robustas de verificação de acessibilidade de sites que vai além da simples otimização do processo de auditoria.""",não informado,"Especialista em acessibilidade, proprietários do site",não informa,Simples,não informado
41,Tenon.ai (Level Access),"teste, validação",,WEB,Realização de testes de acessibilidade após a negligência das diretrizes,pago/com plano gratuito,sim,"web, CMS, IDE","""É uma ferramenta muito flexível [...] Ele gera relatórios completos com trechos de código para cada erro, as diretrizes WCAG correspondentes e recomendações sobre como corrigi-los.""",não informado,"DEV individual, Equipe , designers, Especialista em acessibilidade",não informa,Simples,não informado
41,Lighthouse,"teste, validação",,WEB,Verificar se o site está realmente em conformidade com as diretrizes WCAG 2.0,gratuito,sim,Chrome,"""Outra grande vantagem do Google Lighthouse é que ele é uma daquelas ferramentas de avaliação de acessibilidade web que não exigem cadastro. Basta arrastar um relatório para o visualizador de relatórios online que ele fornece.""",não informado,não informado,não informa,Simples,não informado
41,Axe DevTools,"teste, validação",,WEB,Realiza uma auditoria automatizada do seu site.,gratuito,sim,browser,"""Você pode personalizá-lo de acordo com suas necessidades específicas de teste de acessibilidade: adicionar regras específicas, integrá-lo com frameworks de teste e navegadores de sua escolha…"" ""o relatório de acessibilidade do Axe vai além de sinalizar violações claras das diretrizes de acessibilidade. Também destaca aspectos que você pode melhorar na interface do usuário do seu site.""",não informado,não informado,não informa,Simples,não informado
41,SiteImprove,"teste, validação",,WEB,Verificador de acessibilidade de sites,gratuito,sim,Chrome,"""uma das melhores ferramentas de teste de acessibilidade web."" ""Confessamos: o Siteimprove é o nosso verificador de acessibilidade de sites favorito."" ""Fácil de usar e altamente eficiente.""",não informado,não informado,não informa,Simples,não informado
42,Tenon.ai (Level Access),"teste, validação",,WEB,"Teste de acessibilidade, para determinar se um atributo alt é preciso ",não informado,sim,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
42,JAWS Screen Reader,"teste, validação",,WEB, Reconhecimento de imagem ,não informado,sim,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
42,IBM Content Clarifier,"teste, validação",,WEB,receber qualquer conteúdo textual e produzir uma versão mais simples e fácil de compreender,não informado,sim,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Práticas para melhorar a acessibilidade,"boas práticas, desenvolvimento",,WEB,"Utilizar as tags HTML para idiomas, incluir o atributo alt nas tags HTML para descrever o conteúdo da imagem, criar legendas para vídeos HTML5 com a extensão .vvt, pensar na ordem de uma navegação na interface com a tecla Tab, ordenar qual a ordem de Tabs para cada interface com o atributo tabindex, estrutura dos títulos das seções dos sites,  propor uma navegação semântica, saltando pela estrutura de um Website, Sempre rotule os elementos de formulário, Agrupe os itens do formulário, Tamanhos de textos, Contraste de cores
",não informado,não,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Contrast Ratio,validação,,WEB,Avaliar o contraste entre dois núcleos com base nas avaliações de sucesso no contraste mínimo das WCAG,não informado,não,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Color Tool (Material Design),validação,,WEB,"Melhorar o contraste das interfaces, informa se os níveis de contraste são bons ou não.",não informado,não,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Colorblind Web Page Filter ,validação,,WEB,Visualizar como os usuários daltônicos percebem as cores.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Coblis - Color Blindness Simulator,validação,,WEB,Visualizar como os usuários daltônicos percebem as cores.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Color Oracle,validação,,WEB,Visualizar como os usuários daltônicos percebem as cores.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,JAWS Screen Reader,teste,,WEB,Leitor de telas para testar seus projetos,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,ChromeVox,teste,,WEB,Leitor de telas para testar seus projetos,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,NVDA,teste,,WEB,Leitor de telas para testar seus projetos,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
43,Projeto DOSVOX,teste,,WEB,Leitor de telas para testar seus projetos,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
